 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F547M
 -0.1096 -0.0639 -0.0319 -0.0100  0.0044  0.0140  0.0205  0.0254  0.0286  0.0308
  0.0277
 -5.1018 -4.5446 -4.0263 -3.5616 -3.1568 -2.8117 -2.5208 -2.2739 -2.0584 -1.8611
 -1.6714 -1.4868 -1.3145 -1.1622 -1.0312 -0.7689 -0.5577 -0.3956 -0.2733 -0.1807
 -0.1134 -0.0665 -0.0350 -0.0148 -0.0031  0.0029  0.0053  0.0060  0.0057  0.0044
 -0.0016
 -5.2228 -4.6767 -4.1520 -3.6605 -3.2193 -2.8319 -2.4986 -2.2154 -1.9745 -1.7664
 -1.5808 -1.4110 -1.2546 -1.1133 -0.9306 -0.7508 -0.5703 -0.4058 -0.2825
 [Fe/H] =  0.00 [alpha/Fe] = 0.40 BC value = F547M
 -6.5527 -6.3865 -6.4130 -6.4610 -6.3836 -6.0784 -5.4678 -4.5578 -3.7031 -2.8744
 -2.2129 -1.7572 -1.4468 -1.2247 -1.0560 -0.7533 -0.5378 -0.3733 -0.2390
 -6.2332 -6.0232 -5.8805 -5.7881 -5.7099 -5.5780 -5.2310 -4.4570 -3.6194 -2.8231
 -2.1831 -1.7297 -1.4162 -1.1924 -1.0231 -0.7230 -0.5119 -0.3537 -0.2307 -0.1309
 -6.0142 -5.7453 -5.5490 -5.4168 -5.3189 -5.1977 -4.9388 -4.3583 -3.5981 -2.8473
 -2.2173 -1.7522 -1.4239 -1.1897 -1.0144 -0.7106 -0.5000 -0.3446 -0.2264 -0.1324
 -0.0559
