 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F098M
  0.8577  0.8066  0.7524  0.6964  0.6402  0.5832  0.5246  0.4637  0.4011  0.3401
  1.2734  1.2921  1.2943  1.2832  1.2630  1.2353  1.2027  1.1703  1.1434  1.1236
  1.1059  1.0860  1.0646  1.0444  1.0278  1.0055  0.9923  0.9709  0.9391  0.8986
  0.8514  0.7996  0.7445  0.6874  0.6296  0.5718  0.5140  0.4550  0.3936  0.3306
  0.2690
  1.2581  1.2865  1.3057  1.3137  1.3098  1.2949  1.2707  1.2388  1.2015  1.1682
  1.1400  1.1138  1.0880  1.0637  1.0427  1.0100  0.9922  0.9689  0.9362  0.8952
  0.8474  0.7947  0.7387  0.6803  0.6208  0.5615  0.5024  0.4437  0.3840  0.3223
  0.2587
  1.2507  1.2776  1.2979  1.3114  1.3170  1.3142  1.3032  1.2846  1.2573  1.2217
  1.1849  1.1498  1.1172  1.0878  1.0622  1.0184  0.9947  0.9692  0.9351  0.8933
  0.8449  0.7913  0.7342  0.6744  0.6131  0.5515  0.4905  0.4305  0.3706  0.3099
  0.2477
  1.2525  1.2770  1.2948  1.3067  1.3132  1.3138  1.3083  1.2966  1.2787  1.2541
  1.2234  1.1898  1.1556  1.1222  1.0912  1.0326  1.0006  0.9724  0.9370  0.8944
  0.8456  0.7914  0.7333  0.6722  0.6093  0.5455  0.4821  0.4197  0.3583  0.2971
  0.2364
  1.2577  1.2815  1.2977  1.3073  1.3115  1.3111  1.3063  1.2970  1.2829  1.2639
  1.2400  1.2123  1.1827  1.1529  1.1241  1.0586  1.0112  0.9784  0.9415  0.8979
  0.8485  0.7939  0.7350  0.6729  0.6085  0.5428  0.4769  0.4119  0.3480  0.2853
  0.2248
  1.2696  1.2891  1.3033  1.3119  1.3142  1.3118  1.3055  1.2958  1.2828  1.2665
  1.2467  1.2236  1.1983  1.1723  1.1609  1.0964  1.0265  0.9872  0.9486
 [Fe/H] =  0.00 [alpha/Fe] = 0.40 BC value = F098M
  0.4526  0.4090  0.4092  0.4492  0.5196  0.6229  0.7558  0.9260  1.0180  1.0593
  1.0682  1.0645  1.0594  1.0571  1.0580  1.0650  1.0656  1.0549  1.0318
  0.6324  0.5854  0.5531  0.5441  0.5680  0.6354  0.7542  0.9055  1.0066  1.0523
  1.0623  1.0573  1.0496  1.0444  1.0430  1.0465  1.0446  1.0315  1.0079  0.9741
  0.8118  0.7649  0.7265  0.7040  0.7045  0.7355  0.8039  0.9082  1.0021  1.0507
  1.0634  1.0582  1.0482  1.0398  1.0352  1.0342  1.0301  1.0151  0.9892  0.9538
  0.9102
  0.9743  0.9320  0.8916  0.8596  0.8423  0.8455  0.8747  0.9345  1.0066  1.0536
  1.0688  1.0645  1.0528  1.0412  1.0330  1.0262  1.0198  1.0032  0.9757  0.9388
  0.8945  0.8450
  1.1094  1.0774  1.0406  1.0049  0.9763  0.9600  0.9606  0.9826  1.0246  1.0623
  1.0778  1.0745  1.0619  1.0475  1.0357  1.0215  1.0125  0.9944  0.9657  0.9277
  0.8827  0.8328  0.7796  0.7244
  1.2046  1.1897  1.1641  1.1325  1.1001  1.0724  1.0538  1.0484  1.0598  1.0802
  1.0914  1.0878  1.0745  1.0579  1.0427  1.0201  1.0075  0.9880  0.9584  0.9196
  0.8738  0.8233  0.7697  0.7140  0.6573  0.5997  0.5403  0.4773  0.4136  0.3512
  1.2528  1.2548  1.2467  1.2294  1.2043  1.1750  1.1465  1.1238  1.1110  1.1099
  1.1112  1.1047  1.0902  1.0718  1.0536  1.0221  1.0049  0.9836  0.9531  0.9139
  0.8674  0.8162  0.7618  0.7054  0.6477  0.5899  0.5312  0.4704  0.4070  0.3427
  0.2798
  1.2548  1.2796  1.2912  1.2888  1.2756  1.2554  1.2305  1.2014  1.1733  1.1528
  1.1397  1.1267  1.1095  1.0891  1.0683  1.0280  1.0049  0.9815  0.9498  0.9101
  0.8632  0.8112  0.7560  0.6986  0.6397  0.5803  0.5206  0.4605  0.3993  0.3355
  0.2705
  1.2476  1.2738  1.2948  1.3074  1.3103  1.3040  1.2898  1.2671  1.2389  1.2090
  1.1807  1.1566  1.1335  1.1098  1.0861  1.0376  1.0079  0.9816  0.9484  0.9078
  0.8604  0.8076  0.7513  0.6927  0.6325  0.5714  0.5100  0.4487  0.3874  0.3250
  0.2608
  1.2454  1.2720  1.2925  1.3072  1.3156  1.3171  1.3119  1.2999  1.2817  1.2582
  1.2302  1.1991  1.1685  1.1387  1.1103  1.0517  1.0143  0.9846  0.9498  0.9083
  0.8605  0.8073  0.7502  0.6905  0.6289  0.5661  0.5027  0.4395  0.3768  0.3140
  0.2511
  1.2511  1.2771  1.2957  1.3085  1.3162  1.3189  1.3167  1.3093  1.2970  1.2799
  1.2574  1.2307  1.2015  1.1714  1.1415  1.0734  1.0248  0.9904  0.9538  0.9111
  0.8627  0.8092  0.7515  0.6908  0.6280  0.5636  0.4982  0.4328  0.3679  0.3037
  0.2414
  1.2591  1.2840  1.3023  1.3137  1.3196  1.3208  1.3179  1.3112  1.3006  1.2860
  1.2676  1.2453  1.2201  1.1931  1.1797  1.1027  1.0394  0.9990  0.9604
 [Fe/H] =  0.25 [alpha/Fe] = 0.40 BC value = F098M
  0.2951  0.2345  0.2649  0.3595  0.4924  0.6427  0.7929  0.9286  1.0337  1.0876
  1.1040  1.1011  1.0932  1.0866  1.0831  1.0825  1.0799  1.0673  1.0434
  0.4824  0.4206  0.3779  0.3691  0.4088  0.5087  0.6779  0.8863  1.0113  1.0757
  1.0961  1.0936  1.0838  1.0745  1.0685  1.0641  1.0594  1.0453  1.0215  0.9891
  0.6745  0.6133  0.5651  0.5386  0.5441  0.5933  0.6985  0.8582  0.9932  1.0672
  1.0938  1.0935  1.0828  1.0708  1.0616  1.0520  1.0453  1.0297  1.0042  0.9700
  0.9277
  0.8564  0.7997  0.7492  0.7127  0.6978  0.7130  0.7667  0.8654  0.9823  1.0611
  1.0944  1.0979  1.0874  1.0732  1.0607  1.0443  1.0350  1.0182  0.9915  0.9558
  0.9126  0.8637
  1.0161  0.9674  0.9213  0.8797  0.8511  0.8419  0.8585  0.9074  0.9862  1.0591
  1.0969  1.1047  1.0956  1.0802  1.0647  1.0403  1.0276  1.0095  0.9818  0.9452
  0.9011  0.8517  0.7988  0.7435
  1.1377  1.1107  1.0722  1.0323  0.9970  0.9723  0.9636  0.9758  1.0134  1.0655
  1.1021  1.1132  1.1062  1.0905  1.0729  1.0400  1.0226  1.0029  0.9745  0.9372
  0.8924  0.8423  0.7889  0.7333  0.6764  0.6181  0.5574  0.4927  0.4279  0.3638
  1.2170  1.2081  1.1883  1.1596  1.1270  1.0959  1.0721  1.0602  1.0646  1.0869
