 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  V   
 -1.2408 -1.1144 -0.9973 -0.8897 -0.7917 -0.5894 -0.4378 -0.3203 -0.2248 -0.1448
 -0.0780 -0.0234
 -3.2276 -2.9640 -2.8956 -2.7139 -2.4189 -2.1447 -1.9084 -1.7044 -1.5294 -1.3758
 -1.2395 -1.1143 -0.9980 -0.8908 -0.7925 -0.5880 -0.4347 -0.3175 -0.2239 -0.1466
 -0.0828 -0.0310  0.0105  0.0444
 -3.2885 -2.9041 -2.6481 -2.5360 -2.4304 -2.1876 -1.9415 -1.7270 -1.5421 -1.3831
 -1.2439 -1.1194 -1.0040 -0.8973 -0.7990 -0.5922 -0.4360 -0.3176 -0.2246 -0.1491
 -0.0876 -0.0383  0.0008  0.0323  0.0585  0.0787  0.0917  0.0973  0.0958  0.0879
 -3.4412 -2.9699 -2.6248 -2.3788 -2.2267 -2.1356 -1.9769 -1.7631 -1.5683 -1.3997
 -1.2546 -1.1282 -1.0136 -0.9076 -0.8095 -0.6008 -0.4412 -0.3203 -0.2265 -0.1519
 -0.0921 -0.0448 -0.0080  0.0208  0.0444  0.0639  0.0781  0.0856  0.0857  0.0790
  0.0661
 -3.6730 -3.1199 -2.6989 -2.3839 -2.1500 -1.9820 -1.8626 -1.7544 -1.6021 -1.4290
 -1.2743 -1.1417 -1.0261 -0.9206 -0.8229 -0.6130 -0.4500 -0.3255 -0.2297 -0.1547
 -0.0958 -0.0501 -0.0154  0.0107  0.0314  0.0479  0.0608  0.0692  0.0717  0.0674
  0.0558
 -3.9619 -3.3418 -2.8468 -2.4646 -2.1741 -1.9535 -1.7844 -1.6491 -1.5357 -1.4251
 -1.2973 -1.1608 -1.0400 -0.9341 -0.8368 -0.6263 -0.4605 -0.3322 -0.2332 -0.1567
 -0.0978 -0.0532 -0.0204  0.0032  0.0205  0.0338  0.0436  0.0501  0.0533  0.0514
  0.0429
 -4.2434 -3.6053 -3.0676 -2.6205 -2.2693 -1.9986 -1.7896 -1.6244 -1.4872 -1.3677
 -1.2608 -1.1589 -1.0542 -0.9504 -0.8547 -0.6443 -0.4757 -0.3436 -0.2404 -0.1608
 -0.1005 -0.0559 -0.0241 -0.0025  0.0118  0.0214  0.0277  0.0313  0.0324  0.0302
  0.0246
 -4.5782 -3.9038 -3.3267 -2.8376 -2.4304 -2.1050 -1.8504 -1.6509 -1.4908 -1.3563
 -1.2381 -1.1322 -1.0360 -0.9464 -0.8615 -0.6628 -0.4929 -0.3575 -0.2501 -0.1664
 -0.1033 -0.0575 -0.0259 -0.0055  0.0064  0.0125  0.0148  0.0147  0.0126  0.0085
  0.0028
 -4.9662 -4.2372 -3.5980 -3.0886 -2.6447 -2.2718 -1.9683 -1.7264 -1.5342 -1.3784
 -1.2474 -1.1332 -1.0309 -0.9387 -0.8572 -0.6818 -0.5121 -0.3739 -0.2623
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  V   
 -3.5495 -3.1860 -2.8786 -2.6219 -2.3618 -2.1369 -1.9377 -1.7573 -1.5937 -1.4448
 -1.3083 -1.1809 -1.0630 -0.9551 -0.8566 -0.6477 -0.4796 -0.3475 -0.2368
 -3.6449 -3.2223 -2.8720 -2.5870 -2.3343 -2.1015 -1.8985 -1.7165 -1.5485 -1.4034
 -1.2674 -1.1407 -1.0237 -0.9163 -0.8185 -0.6143 -0.4566 -0.3308 -0.2266 -0.1375
 -3.7040 -3.2988 -2.9147 -2.5958 -2.3333 -2.0909 -1.8796 -1.6960 -1.5266 -1.3812
 -1.2463 -1.1205 -1.0040 -0.8969 -0.7992 -0.5958 -0.4408 -0.3192 -0.2197 -0.1353
 -0.0634
 -3.3799 -3.3304 -2.9842 -2.6407 -2.3485 -2.1010 -1.8794 -1.6894 -1.5217 -1.3714
 -1.2373 -1.1125 -0.9966 -0.8896 -0.7917 -0.5870 -0.4322 -0.3127 -0.2161 -0.1352
 -0.0668 -0.0100
 -3.2395 -3.0869 -2.9912 -2.6999 -2.3925 -2.1253 -1.8966 -1.6959 -1.5235 -1.3708
 -1.2361 -1.1122 -0.9970 -0.8903 -0.7921 -0.5854 -0.4289 -0.3097 -0.2146 -0.1364
 -0.0708 -0.0166  0.0270  0.0620
 -3.2696 -2.9119 -2.7291 -2.6653 -2.4408 -2.1688 -1.9256 -1.7160 -1.5353 -1.3785
 -1.2402 -1.1169 -1.0025 -0.8963 -0.7982 -0.5894 -0.4301 -0.3096 -0.2154 -0.1386
 -0.0751 -0.0232  0.0184  0.0513  0.0778  0.0986  0.1115  0.1156  0.1134  0.1042
 -3.4174 -2.9522 -2.6278 -2.4250 -2.3381 -2.2005 -1.9692 -1.7493 -1.5590 -1.3934
 -1.2508 -1.1251 -1.0114 -0.9060 -0.8081 -0.5978 -0.4353 -0.3121 -0.2173 -0.1412
 -0.0793 -0.0292  0.0103  0.0412  0.0657  0.0851  0.0990  0.1064  0.1053  0.0977
  0.0834
 -3.6711 -3.0958 -2.6817 -2.3821 -2.1744 -2.0471 -1.9507 -1.7887 -1.5953 -1.4205
 -1.2690 -1.1382 -1.0233 -0.9184 -0.8210 -0.6099 -0.4441 -0.3176 -0.2207 -0.1442
 -0.0831 -0.0345  0.0033  0.0322  0.0544  0.0717  0.0844  0.0925  0.0942  0.0881
  0.0754
 -3.9880 -3.3319 -2.8232 -2.4473 -2.1688 -1.9650 -1.8175 -1.7062 -1.5956 -1.4520
 -1.2960 -1.1566 -1.0370 -0.9315 -0.8345 -0.6233 -0.4549 -0.3248 -0.2247 -0.1467
 -0.0856 -0.0378 -0.0015  0.0253  0.0450  0.0596  0.0700  0.0765  0.0785  0.0752
  0.0646
 -4.3929 -3.6501 -3.0569 -2.5986 -2.2515 -1.9902 -1.7929 -1.6407 -1.5168 -1.4083
 -1.3006 -1.1827 -1.0598 -0.9503 -0.8530 -0.6416 -0.4708 -0.3369 -0.2328 -0.1518
 -0.0892 -0.0413 -0.0058  0.0196  0.0370  0.0489  0.0563  0.0603  0.0608  0.0587
  0.0497
 -4.9309 -4.0504 -3.3557 -2.8285 -2.4104 -2.0870 -1.8396 -1.6488 -1.4976 -1.3713
 -1.2602 -1.1589 -1.0616 -0.9643 -0.8700 -0.6620 -0.4893 -0.3521 -0.2439 -0.1590
 -0.0935 -0.0443 -0.0087  0.0158  0.0316  0.0408  0.0450  0.0458  0.0436  0.0386
  0.0304
 -5.6021 -4.5328 -3.6712 -3.1106 -2.6381 -2.2539 -1.9503 -1.7138 -1.5284 -1.3794
 -1.2545 -1.1449 -1.0462 -0.9556 -0.8855 -0.6845 -0.5104 -0.3704 -0.2580
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  V   
 -3.4691 -3.1331 -2.8439 -2.5970 -2.3376 -2.1226 -1.9301 -1.7513 -1.5872 -1.4388
 -1.3049 -1.1796 -1.0633 -0.9563 -0.8582 -0.6475 -0.4770 -0.3422 -0.2303
 -3.5582 -3.1625 -2.8335 -2.5647 -2.3154 -2.0894 -1.8907 -1.7084 -1.5439 -1.3989
 -1.2669 -1.1423 -1.0267 -0.9201 -0.8225 -0.6164 -0.4553 -0.3266 -0.2207 -0.1307
 -3.6813 -3.2429 -2.8708 -2.5675 -2.3160 -2.0790 -1.8733 -1.6915 -1.5226 -1.3796
 -1.2467 -1.1227 -1.0077 -0.9015 -0.8040 -0.5986 -0.4401 -0.3155 -0.2140 -0.1283
 -0.0550
 -3.6223 -3.3252 -2.9442 -2.6082 -2.3289 -2.0903 -1.8725 -1.6853 -1.5195 -1.3699
 -1.2377 -1.1144 -0.9998 -0.8937 -0.7960 -0.5897 -0.4314 -0.3088 -0.2102 -0.1277
 -0.0576  0.0014
 -3.2971 -3.2356 -3.0068 -2.6731 -2.3683 -2.1114 -1.8876 -1.6914 -1.5210 -1.3692
 -1.2359 -1.1134 -0.9994 -0.8935 -0.7957 -0.5874 -0.4276 -0.3053 -0.2086 -0.1285
 -0.0609 -0.0043  0.0418  0.0785
 -3.2538 -2.9484 -2.8697 -2.7132 -2.4254 -2.1503 -1.9148 -1.7099 -1.5317 -1.3769
 -1.2394 -1.1173 -1.0040 -0.8986 -0.8007 -0.5907 -0.4281 -0.3047 -0.2085 -0.1301
 -0.0646 -0.0101  0.0342  0.0693  0.0968  0.1176  0.1305  0.1344  0.1317  0.1215
 -3.3794 -2.9373 -2.6490 -2.5254 -2.4347 -2.2006 -1.9550 -1.7394 -1.5529 -1.3906
 -1.2495 -1.1248 -1.0120 -0.9073 -0.8098 -0.5986 -0.4329 -0.3068 -0.2100 -0.1324
 -0.0684 -0.0157  0.0268  0.0603  0.0863  0.1064  0.1208  0.1275  0.1257  0.1173
  0.1018
 -3.6373 -3.0596 -2.6658 -2.3919 -2.2302 -2.1485 -1.9947 -1.7822 -1.5857 -1.4150
 -1.2662 -1.1371 -1.0230 -0.9188 -0.8218 -0.6101 -0.4415 -0.3121 -0.2132 -0.1353
 -0.0722 -0.0208  0.0202  0.0519  0.0763  0.0948  0.1086  0.1166  0.1173  0.1102
  0.0965
 -3.9567 -3.2934 -2.7897 -2.4297 -2.1701 -1.9928 -1.8809 -1.7786 -1.6232 -1.4481
 -1.2903 -1.1539 -1.0357 -0.9308 -0.8343 -0.6228 -0.4521 -0.3193 -0.2175 -0.1380
 -0.0748 -0.0242  0.0154  0.0455  0.0680  0.0845  0.0960  0.1029  0.1048  0.1003
  0.0881
 -4.4491 -3.6420 -3.0206 -2.5665 -2.2321 -1.9854 -1.8051 -1.6728 -1.5671 -1.4579
 -1.3259 -1.1853 -1.0587 -0.9493 -0.8522 -0.6408 -0.4680 -0.3317 -0.2260 -0.1437
 -0.0790 -0.0283  0.0107  0.0397  0.0605  0.0749  0.0841  0.0892  0.0899  0.0858
  0.0764
 -5.0990 -4.1054 -3.3454 -2.7958 -2.3793 -2.0660 -1.8303 -1.6516 -1.5130 -1.3984
 -1.2954 -1.1927 -1.0841 -0.9729 -0.8727 -0.6615 -0.4871 -0.3475 -0.2380 -0.1519
 -0.0845 -0.0324  0.0069  0.0353  0.0549  0.0674  0.0742  0.0766  0.0752  0.0700
  0.0606
 -5.9063 -4.6836 -3.7161 -3.1022 -2.6092 -2.2241 -1.9280 -1.7009 -1.5251 -1.3853
 -1.2683 -1.1651 -1.0699 -0.9782 -0.8958 -0.6849 -0.5094 -0.3667 -0.2535
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  V   
 -3.4027 -3.1089 -2.8369 -2.5848 -2.3307 -2.1012 -1.9002 -1.7228 -1.5650 -1.4233
 -1.2947 -1.1765 -1.0666 -0.9629 -0.8647 -0.6532 -0.4800 -0.3389 -0.2257
 -3.5051 -3.1225 -2.8089 -2.5576 -2.3089 -2.0860 -1.8891 -1.7082 -1.5451 -1.4035
 -1.2719 -1.1491 -1.0350 -0.9294 -0.8322 -0.6244 -0.4598 -0.3266 -0.2183 -0.1266
 -3.6279 -3.1923 -2.8363 -2.5521 -2.3084 -2.0743 -1.8724 -1.6911 -1.5239 -1.3829
 -1.2518 -1.1296 -1.0160 -0.9109 -0.8140 -0.6072 -0.4452 -0.3170 -0.2126 -0.1247
 -0.0496
 -3.6833 -3.2934 -2.9048 -2.5818 -2.3197 -2.0840 -1.8697 -1.6851 -1.5202 -1.3724
 -1.2419 -1.1203 -1.0071 -0.9021 -0.8051 -0.5978 -0.4362 -0.3101 -0.2086 -0.1238
 -0.0515  0.0098
 -3.4390 -3.3144 -2.9891 -2.6447 -2.3490 -2.1062 -1.8837 -1.6900 -1.5215 -1.3700
 -1.2389 -1.1181 -1.0053 -0.9005 -0.8033 -0.5945 -0.4316 -0.3059 -0.2063 -0.1239
 -0.0540  0.0050  0.0539  0.0929
 -3.2531 -3.0482 -2.9777 -2.7116 -2.4056 -2.1359 -1.9105 -1.7065 -1.5315 -1.3783
 -1.2415 -1.1208 -1.0086 -0.9041 -0.8069 -0.5965 -0.4311 -0.3043 -0.2055 -0.1249
 -0.0571  0.0000  0.0472  0.0849  0.1144  0.1356  0.1482  0.1527  0.1500  0.1390
 -3.3411 -2.9321 -2.7097 -2.6527 -2.4558 -2.1885 -1.9438 -1.7353 -1.5507 -1.3908
 -1.2514 -1.1273 -1.0154 -0.9116 -0.8146 -0.6032 -0.4349 -0.3056 -0.2063 -0.1266
 -0.0604 -0.0050  0.0405  0.0768  0.1050  0.1263  0.1408  0.1475  0.1460  0.1373
  0.1209
 -3.5725 -3.0231 -2.6567 -2.4244 -2.3338 -2.2166 -1.9934 -1.7733 -1.5811 -1.4131
 -1.2666 -1.1389 -1.0253 -0.9218 -0.8254 -0.6138 -0.4428 -0.3103 -0.2089 -0.1290
 -0.0638 -0.0098  0.0343  0.0692  0.0961  0.1163  0.1305  0.1388  0.1399  0.1326
  0.1183
 -3.8839 -3.2381 -2.7545 -2.4169 -2.1852 -2.0529 -1.9676 -1.8125 -1.6199 -1.4424
 -1.2873 -1.1542 -1.0370 -0.9327 -0.8368 -0.6255 -0.4528 -0.3170 -0.2127 -0.1315
 -0.0663 -0.0132  0.0297  0.0632  0.0886  0.1074  0.1203  0.1281  0.1303  0.1255
  0.1126
 -4.4327 -3.5962 -2.9695 -2.5317 -2.2160 -1.9891 -1.8344 -1.7308 -1.6277 -1.4844
 -1.3265 -1.1831 -1.0587 -0.9502 -0.8536 -0.6426 -0.4683 -0.3292 -0.2213 -0.1372
 -0.0708 -0.0176  0.0247  0.0573  0.0815  0.0987  0.1101  0.1166  0.1182  0.1142
  0.1040
 -5.1566 -4.0974 -3.3035 -2.7485 -2.3449 -2.0469 -1.8263 -1.6641 -1.5432 -1.4425
 -1.3378 -1.2179 -1.0908 -0.9748 -0.8742 -0.6627 -0.4872 -0.3452 -0.2335 -0.1459
 -0.0769 -0.0224  0.0201  0.0524  0.0757  0.0916  0.1012  0.1058  0.1059  0.1011
  0.0915
 -6.0557 -4.7417 -3.7565 -3.0661 -2.5661 -2.1898 -1.9063 -1.6913 -1.5276 -1.3995
 -1.2929 -1.1961 -1.0998 -1.0001 -0.8986 -0.6858 -0.5095 -0.3650 -0.2493
