 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F390M
 -4.8306 -4.4807 -4.1779 -3.9199 -3.7065 -3.5354 -3.4004 -3.2947 -3.2193 -3.1709
 -3.1281 -3.0773 -3.0113 -2.9265 -2.8218 -2.4764 -2.0580 -1.6642 -1.3274 -1.0312
 -0.7636 -0.5287 -0.3314 -0.1679 -0.0338  0.0749  0.1626  0.2350  0.2950  0.3448
  0.3859
 -5.3590 -4.9177 -4.5369 -4.2102 -3.9305 -3.6945 -3.4992 -3.3398 -3.2113 -3.1118
 -3.0372 -2.9742 -2.9133 -2.8469 -2.7674 -2.4808 -2.0820 -1.6839 -1.3425 -1.0493
 -0.7883 -0.5578 -0.3631 -0.2029 -0.0724  0.0322  0.1149  0.1807  0.2338  0.2788
  0.3125
 -6.1015 -5.5262 -5.0338 -4.6143 -4.2568 -3.9521 -3.6938 -3.4771 -3.2973 -3.1499
 -3.0306 -2.9322 -2.8459 -2.7645 -2.6837 -2.4568 -2.1274 -1.7297 -1.3787 -1.0815
 -0.8228 -0.5946 -0.4002 -0.2407 -0.1119 -0.0095  0.0699  0.1311  0.1786  0.2156
  0.2465
 -7.0659 -6.3692 -5.7408 -5.1937 -4.7281 -4.3327 -3.9975 -3.7143 -3.4754 -3.2750
 -3.1077 -2.9673 -2.8466 -2.7379 -2.5707 -2.4044 -2.1942 -1.8016 -1.4360
 [Fe/H] =  0.00 [alpha/Fe] = 0.40 BC value = F390M
 -5.9771 -6.0007 -5.9939 -5.9559 -5.8887 -5.7937 -5.6785 -5.5311 -5.4111 -5.2910
 -5.1741 -5.0633 -4.9562 -4.8452 -4.7207 -4.3147 -3.7995 -3.2401 -2.6376
 -5.3948 -5.4229 -5.4340 -5.4240 -5.3899 -5.3293 -5.2396 -5.1195 -5.0013 -4.8873
 -4.7760 -4.6657 -4.5534 -4.4338 -4.2988 -3.8745 -3.3698 -2.8415 -2.3228 -1.8281
 -4.8578 -4.8900 -4.9087 -4.9110 -4.8945 -4.8574 -4.7979 -4.7131 -4.6125 -4.5100
 -4.4069 -4.3015 -4.1904 -4.0703 -3.9348 -3.5170 -3.0344 -2.5426 -2.0677 -1.6221
 -1.2169
 -4.3971 -4.4296 -4.4534 -4.4650 -4.4618 -4.4421 -4.4042 -4.3453 -4.2659 -4.1763
 -4.0816 -3.9825 -3.8761 -3.7595 -3.6284 -3.2272 -2.7687 -2.3104 -1.8723 -1.4639
 -1.0957 -0.7704
