 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  R   
  0.3263  0.3296  0.3242  0.3123  0.2962  0.2777  0.2568  0.2335  0.2075  0.1771
  0.1410
 -2.1980 -1.8439 -1.5372 -1.2735 -1.0495 -0.8636 -0.7120 -0.5887 -0.4869 -0.4004
 -0.3259 -0.2571 -0.1866 -0.1149 -0.0526  0.0716  0.1652  0.2349  0.2835  0.3139
  0.3289  0.3318  0.3254  0.3119  0.2937  0.2725  0.2495  0.2248  0.1982  0.1689
  0.1370
 -2.3425 -1.9693 -1.6455 -1.3664 -1.1271 -0.9219 -0.7495 -0.6063 -0.4872 -0.3862
 -0.2988 -0.2224 -0.1554 -0.0949 -0.0388  0.0788  0.1714  0.2403  0.2884  0.3189
  0.3341  0.3369  0.3297  0.3149  0.2945  0.2706  0.2445  0.2173  0.1890  0.1593
  0.1284
 -2.5108 -2.1105 -1.7541 -1.4675 -1.2176 -1.0002 -0.8121 -0.6516 -0.5163 -0.4018
 -0.3037 -0.2184 -0.1435 -0.0779 -0.0160  0.0871  0.1788  0.2477  0.2956
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  R   
 -2.1212 -1.8401 -1.5959 -1.3851 -1.1668 -0.9868 -0.8392 -0.7127 -0.6019 -0.5028
 -0.4120 -0.3280 -0.2504 -0.1782 -0.1110  0.0376  0.1636  0.2581  0.3247
 -2.1982 -1.8842 -1.6125 -1.3791 -1.1675 -0.9757 -0.8197 -0.6906 -0.5759 -0.4785
 -0.3890 -0.3067 -0.2309 -0.1605 -0.0948  0.0507  0.1691  0.2591  0.3211  0.3596
 -2.2021 -1.9363 -1.6535 -1.4004 -1.1844 -0.9823 -0.8133 -0.6775 -0.5597 -0.4616
 -0.3733 -0.2926 -0.2183 -0.1497 -0.0856  0.0563  0.1715  0.2582  0.3171  0.3532
  0.3726
 -1.9236 -1.9273 -1.6953 -1.4387 -1.2058 -1.0029 -0.8217 -0.6742 -0.5531 -0.4498
 -0.3618 -0.2821 -0.2092 -0.1421 -0.0796  0.0583  0.1708  0.2554  0.3127  0.3475
  0.3661  0.3733
 -1.7931 -1.7050 -1.6663 -1.4706 -1.2409 -1.0294 -0.8440 -0.6829 -0.5519 -0.4433
 -0.3529 -0.2734 -0.2014 -0.1355 -0.0746  0.0592  0.1687  0.2519  0.3081  0.3424
  0.3605  0.3674  0.3659  0.3581
 -1.7954 -1.5507 -1.4311 -1.4103 -1.2629 -1.0618 -0.8719 -0.7042 -0.5612 -0.4437
 -0.3466 -0.2660 -0.1941 -0.1290 -0.0694  0.0604  0.1667  0.2482  0.3042  0.3380
  0.3557  0.3623  0.3605  0.3525  0.3399  0.3232  0.2994  0.2675  0.2333  0.1971
 -1.8674 -1.5648 -1.3384 -1.1970 -1.1510 -1.0684 -0.9012 -0.7326 -0.5827 -0.4530
 -0.3471 -0.2603 -0.1874 -0.1224 -0.0634  0.0632  0.1658  0.2454  0.3008  0.3347
  0.3522  0.3582  0.3559  0.3474  0.3345  0.3181  0.2974  0.2708  0.2366  0.1996
  0.1610
 -1.9868 -1.6384 -1.3652 -1.1541 -1.0048 -0.9198 -0.8636 -0.7535 -0.6093 -0.4744
 -0.3571 -0.2604 -0.1823 -0.1160 -0.0568  0.0676  0.1670  0.2441  0.2987  0.3327
  0.3501  0.3556  0.3526  0.3432  0.3295  0.3126  0.2923  0.2684  0.2387  0.2022
  0.1625
 -2.1294 -1.7502 -1.4394 -1.1903 -0.9937 -0.8450 -0.7391 -0.6642 -0.5921 -0.4914
 -0.3752 -0.2689 -0.1810 -0.1099 -0.0494  0.0747  0.1714  0.2460  0.2992  0.3329
  0.3502  0.3552  0.3513  0.3407  0.3255  0.3072  0.2861  0.2620  0.2344  0.2022
  0.1636
 -2.3067 -1.8943 -1.5513 -1.2710 -1.0421 -0.8585 -0.7141 -0.6016 -0.5121 -0.4367
 -0.3630 -0.2806 -0.1912 -0.1110 -0.0458  0.0808  0.1764  0.2490  0.3011  0.3347
  0.3522  0.3570  0.3523  0.3407  0.3239  0.3036  0.2807  0.2555  0.2279  0.1981
  0.1618
 -2.5442 -2.0707 -1.6857 -1.3805 -1.1260 -0.9152 -0.7433 -0.6043 -0.4918 -0.3980
 -0.3170 -0.2451 -0.1773 -0.1099 -0.0435  0.0863  0.1824  0.2541  0.3053  0.3387
  0.3565  0.3614  0.3563  0.3435  0.3252  0.3028  0.2774  0.2501  0.2210  0.1898
  0.1564
 -2.8416 -2.2794 -1.8290 -1.5082 -1.2327 -1.0012 -0.8066 -0.6452 -0.5121 -0.4017
 -0.3081 -0.2266 -0.1546 -0.0899 -0.0425  0.0912  0.1894  0.2613  0.3118
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  R   
 -2.0672 -1.8002 -1.5668 -1.3638 -1.1456 -0.9751 -0.8322 -0.7053 -0.5923 -0.4916
 -0.4010 -0.3173 -0.2400 -0.1682 -0.1015  0.0456  0.1717  0.2676  0.3385
 -2.1446 -1.8428 -1.5826 -1.3600 -1.1498 -0.9638 -0.8112 -0.6809 -0.5673 -0.4684
 -0.3797 -0.2975 -0.2218 -0.1517 -0.0865  0.0581  0.1776  0.2703  0.3365  0.3786
 -2.2042 -1.9052 -1.6241 -1.3785 -1.1688 -0.9696 -0.8049 -0.6704 -0.5518 -0.4539
 -0.3653 -0.2844 -0.2102 -0.1417 -0.0778  0.0635  0.1803  0.2705  0.3337  0.3735
  0.3950
 -2.1198 -1.9425 -1.6759 -1.4177 -1.1905 -0.9921 -0.8124 -0.6670 -0.5470 -0.4429
 -0.3547 -0.2747 -0.2016 -0.1344 -0.0721  0.0656  0.1798  0.2683  0.3301  0.3688
  0.3896  0.3978
 -1.8442 -1.8318 -1.6961 -1.4604 -1.2257 -1.0181 -0.8338 -0.6754 -0.5457 -0.4372
 -0.3465 -0.2667 -0.1944 -0.1283 -0.0673  0.0666  0.1779  0.2650  0.3261  0.3642
  0.3847  0.3928  0.3918  0.3837
 -1.7909 -1.5836 -1.5508 -1.4633 -1.2607 -1.0507 -0.8627 -0.6962 -0.5543 -0.4381
 -0.3408 -0.2598 -0.1876 -0.1222 -0.0622  0.0680  0.1761  0.2614  0.3222  0.3601
  0.3804  0.3882  0.3872  0.3794  0.3663  0.3484  0.3234  0.2906  0.2560  0.2184
 -1.8534 -1.5589 -1.3574 -1.2827 -1.2398 -1.0782 -0.8936 -0.7241 -0.5746 -0.4466
 -0.3415 -0.2547 -0.1814 -0.1159 -0.0565  0.0709  0.1753  0.2585  0.3187  0.3568
  0.3770  0.3845  0.3832  0.3752  0.3623  0.3454  0.3241  0.2959  0.2603  0.2228
  0.1827
 -1.9853 -1.6239 -1.3573 -1.1629 -1.0521 -1.0091 -0.9095 -0.7534 -0.6019 -0.4671
 -0.3507 -0.2549 -0.1765 -0.1098 -0.0502  0.0754  0.1766  0.2571  0.3163  0.3544
  0.3748  0.3821  0.3803  0.3718  0.3584  0.3414  0.3213  0.2964  0.2648  0.2266
  0.1862
 -2.1433 -1.7440 -1.4258 -1.1807 -0.9953 -0.8680 -0.7940 -0.7304 -0.6219 -0.4905
 -0.3683 -0.2625 -0.1752 -0.1039 -0.0428  0.0827  0.1812  0.2590  0.3165  0.3543
  0.3748  0.3817  0.3792  0.3699  0.3556  0.3376  0.3164  0.2920  0.2635  0.2294
  0.1887
 -2.3750 -1.9149 -1.5456 -1.2582 -1.0313 -0.8552 -0.7235 -0.6284 -0.5563 -0.4822
 -0.3883 -0.2833 -0.1864 -0.1054 -0.0395  0.0888  0.1865  0.2620  0.3179  0.3554
  0.3762  0.3833  0.3803  0.3701  0.3547  0.3353  0.3128  0.2877  0.2594  0.2274
  0.1909
 -2.6873 -2.1366 -1.7035 -1.3764 -1.1142 -0.9039 -0.7369 -0.6059 -0.5036 -0.4204
 -0.3472 -0.2747 -0.1972 -0.1156 -0.0415  0.0939  0.1926  0.2671  0.3217  0.3588
  0.3798  0.3873  0.3841  0.3731  0.3564  0.3354  0.3111  0.2841  0.2548  0.2227
  0.1876
 -3.0802 -2.4091 -1.8870 -1.5269 -1.2308 -0.9911 -0.7955 -0.6369 -0.5091 -0.4052
 -0.3182 -0.2422 -0.1730 -0.1071 -0.0488  0.0980  0.1995  0.2743  0.3279
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  R   
 -2.0109 -1.7765 -1.5557 -1.3474 -1.1357 -0.9510 -0.7967 -0.6667 -0.5561 -0.4604
 -0.3759 -0.2995 -0.2284 -0.1603 -0.0941  0.0528  0.1787  0.2805  0.3526
 -2.1138 -1.8118 -1.5589 -1.3503 -1.1398 -0.9568 -0.8061 -0.6761 -0.5617 -0.4629
 -0.3730 -0.2905 -0.2148 -0.1448 -0.0798  0.0643  0.1847  0.2813  0.3508  0.3959
 -2.1947 -1.8737 -1.5985 -1.3647 -1.1593 -0.9614 -0.8000 -0.6655 -0.5471 -0.4488
 -0.3598 -0.2784 -0.2039 -0.1353 -0.0716  0.0695  0.1875  0.2808  0.3484  0.3923
  0.4168
 -2.1832 -1.9346 -1.6537 -1.3992 -1.1827 -0.9839 -0.8059 -0.6623 -0.5428 -0.4386
 -0.3500 -0.2695 -0.1960 -0.1286 -0.0662  0.0716  0.1871  0.2790  0.3454  0.3885
  0.4124  0.4222
 -1.9621 -1.9092 -1.6984 -1.4463 -1.2126 -1.0133 -0.8273 -0.6698 -0.5416 -0.4325
 -0.3423 -0.2621 -0.1892 -0.1228 -0.0616  0.0727  0.1854  0.2759  0.3418  0.3845
  0.4083  0.4181  0.4179  0.4098
 -1.7971 -1.6689 -1.6490 -1.4765 -1.2525 -1.0409 -0.8579 -0.6896 -0.5498 -0.4346
 -0.3370 -0.2558 -0.1831 -0.1171 -0.0568  0.0742  0.1836  0.2723  0.3379  0.3807
  0.4045  0.4143  0.4142  0.4067  0.3937  0.3744  0.3477  0.3149  0.2800  0.2412
 -1.8367 -1.5599 -1.4099 -1.3934 -1.2693 -1.0754 -0.8862 -0.7192 -0.5690 -0.4423
 -0.3384 -0.2511 -0.1773 -0.1113 -0.0513  0.0771  0.1830  0.2694  0.3343  0.3773
  0.4013  0.4111  0.4109  0.4036  0.3906  0.3732  0.3507  0.3212  0.2854  0.2475
  0.2061
 -1.9595 -1.6065 -1.3540 -1.1908 -1.1410 -1.0741 -0.9154 -0.7482 -0.5967 -0.4620
 -0.3466 -0.2516 -0.1728 -0.1056 -0.0454  0.0817  0.1845  0.2680  0.3316  0.3747
  0.3991  0.4089  0.4085  0.4009  0.3879  0.3707  0.3496  0.3239  0.2916  0.2527
  0.2117
 -2.1266 -1.7229 -1.4082 -1.1737 -1.0079 -0.9188 -0.8705 -0.7653 -0.6224 -0.4851
 -0.3624 -0.2585 -0.1714 -0.0998 -0.0383  0.0889  0.1894  0.2699  0.3316  0.3742
  0.3987  0.4085  0.4077  0.3996  0.3860  0.3684  0.3471  0.3223  0.2931  0.2578
  0.2158
 -2.4002 -1.9093 -1.5263 -1.2405 -1.0216 -0.8582 -0.7473 -0.6781 -0.6104 -0.5086
 -0.3900 -0.2788 -0.1820 -0.1012 -0.0350  0.0952  0.1948  0.2731  0.3329  0.3748
  0.3996  0.4098  0.4088  0.4001  0.3858  0.3673  0.3452  0.3200  0.2915  0.2587
  0.2207
 -2.7739 -2.1657 -1.6988 -1.3592 -1.0972 -0.8922 -0.7338 -0.6153 -0.5282 -0.4577
 -0.3842 -0.2974 -0.2023 -0.1130 -0.0377  0.1002  0.2012  0.2784  0.3366  0.3776
  0.4026  0.4132  0.4123  0.4031  0.3878  0.3681  0.3447  0.3184  0.2892  0.2566
  0.2205
 -3.2479 -2.4921 -1.9257 -1.5215 -1.2166 -0.9751 -0.7828 -0.6301 -0.5102 -0.4156
 -0.3375 -0.2671 -0.1969 -0.1239 -0.0464  0.1039  0.2086  0.2858  0.3427
