 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = UX   
 -5.4906 -5.4753 -5.4658 -5.4539 -5.4329 -5.3979 -5.3446 -5.2680 -5.1674 -5.0472
 -4.9127 -4.7665 -4.6064 -4.4285 -4.2305 -3.6787 -3.1078 -2.5660 -2.0926 -1.6978
 -1.3740 -1.1127
 -5.3125 -5.2186 -5.1704 -5.1386 -5.1105 -5.0770 -5.0317 -4.9692 -4.8856 -4.7813
 -4.6590 -4.5216 -4.3695 -4.2009 -4.0138 -3.4906 -2.9516 -2.4391 -1.9841 -1.6026
 -1.2920 -1.0425 -0.8490 -0.7031
 -5.3548 -5.1812 -5.0537 -4.9565 -4.8856 -4.8330 -4.7845 -4.7273 -4.6548 -4.5637
 -4.4538 -4.3267 -4.1833 -4.0237 -3.8466 -3.3470 -2.8319 -2.3445 -1.9061 -1.5331
 -1.2290 -0.9853 -0.7958 -0.6539 -0.5491 -0.4686 -0.4034 -0.3466 -0.2930 -0.2408
 -5.6034 -5.3107 -5.0799 -4.9067 -4.7808 -4.6863 -4.6102 -4.5461 -4.4767 -4.3934
 -4.2938 -4.1769 -4.0430 -3.8923 -3.7246 -3.2463 -2.7470 -2.2780 -1.8539 -1.4867
 -1.1840 -0.9411 -0.7516 -0.6093 -0.5067 -0.4318 -0.3754 -0.3302 -0.2906 -0.2525
 -0.2137
 -5.9661 -5.5828 -5.2596 -4.9934 -4.7800 -4.6123 -4.4838 -4.3899 -4.3206 -4.2523
 -4.1687 -4.0648 -3.9415 -3.8005 -3.6423 -3.1847 -2.6968 -2.2388 -1.8255 -1.4622
 -1.1570 -0.9102 -0.7168 -0.5708 -0.4661 -0.3934 -0.3420 -0.3038 -0.2731 -0.2471
 -0.2220
 -6.4483 -5.9624 -5.5494 -5.2000 -4.9076 -4.6669 -4.4710 -4.3141 -4.1920 -4.0972
 -4.0157 -3.9346 -3.8410 -3.7253 -3.5854 -3.1536 -2.6758 -2.2234 -1.8155 -1.4537
 -1.1441 -0.8903 -0.6899 -0.5375 -0.4277 -0.3528 -0.3032 -0.2696 -0.2454 -0.2267
 -0.2116
 -7.1462 -6.5143 -5.9833 -5.5350 -5.1572 -4.8405 -4.5769 -4.3592 -4.1805 -4.0338
 -3.9100 -3.8011 -3.7006 -3.6029 -3.4983 -3.1478 -2.6886 -2.2401 -1.8345 -1.4720
 -1.1560 -0.8917 -0.6802 -0.5173 -0.3978 -0.3159 -0.2631 -0.2303 -0.2097 -0.1959
 -0.1875
 -8.0964 -7.3008 -6.6133 -6.0347 -5.5470 -5.1379 -4.7954 -4.5090 -4.2695 -4.0689
 -3.8984 -3.7497 -3.6157 -3.4928 -3.3784 -3.0962 -2.7195 -2.2784 -1.8735 -1.5096
 -1.1873 -0.9116 -0.6864 -0.5099 -0.3777 -0.2847 -0.2243 -0.1879 -0.1674 -0.1570
 -0.1527
 -9.1887 -8.2751 -7.4520 -6.7296 -6.1089 -5.5836 -5.1423 -4.7718 -4.4601 -4.1967
 -3.9725 -3.7789 -3.6078 -3.4536 -3.2257 -2.9988 -2.7685 -2.3383 -1.9325
 [Fe/H] =  0.25 [alpha/Fe] = 0.00 BC value = UX   
 -7.0447 -7.0551 -7.0452 -6.9911 -6.8972 -6.7744 -6.6319 -6.4773 -6.3181 -6.1648
 -6.0259 -5.8967 -5.7657 -5.6187 -5.4398 -4.8685 -4.1902 -3.5261 -2.9114
 -6.4838 -6.4967 -6.4939 -6.4699 -6.4200 -6.3398 -6.2233 -6.0740 -5.9223 -5.7759
 -5.6381 -5.5051 -5.3683 -5.2156 -5.0378 -4.4834 -3.8391 -3.2027 -2.6490 -2.1787
 -5.9853 -5.9970 -5.9983 -5.9842 -5.9501 -5.8925 -5.8072 -5.6909 -5.5576 -5.4221
 -5.2893 -5.1571 -5.0206 -4.8703 -4.6985 -4.1741 -3.5721 -2.9746 -2.4516 -2.0131
 -1.6490
 -5.5744 -5.5755 -5.5742 -5.5642 -5.5402 -5.4982 -5.4349 -5.3454 -5.2336 -5.1107
 -4.9846 -4.8561 -4.7224 -4.5774 -4.4141 -3.9234 -3.3647 -2.8045 -2.3042 -1.8850
 -1.5389 -1.2547
 -5.2879 -5.2549 -5.2354 -5.2186 -5.1962 -5.1626 -5.1133 -5.0438 -4.9520 -4.8433
 -4.7253 -4.6017 -4.4718 -4.3320 -4.1772 -3.7168 -3.1967 -2.6724 -2.1931 -1.7865
 -1.4524 -1.1806 -0.9626 -0.7922
 -5.2365 -5.1112 -5.0248 -4.9684 -4.9281 -4.8907 -4.8462 -4.7885 -4.7126 -4.6182
 -4.5099 -4.3926 -4.2669 -4.1317 -3.9839 -3.5489 -3.0594 -2.5679 -2.1102 -1.7130
 -1.3850 -1.1191 -0.9066 -0.7412 -0.6153 -0.5180 -0.4397 -0.3727 -0.3106 -0.2510
 -5.3921 -5.1641 -4.9956 -4.8757 -4.7806 -4.7035 -4.6420 -4.5846 -4.5172 -4.4344
 -4.3364 -4.2263 -4.1059 -3.9755 -3.8333 -3.4195 -2.9523 -2.4867 -2.0499 -1.6618
 -1.3358 -1.0708 -0.8594 -0.6950 -0.5712 -0.4793 -0.4095 -0.3539 -0.3067 -0.2618
 -0.2172
 -5.7134 -5.3769 -5.1011 -4.8842 -4.7190 -4.5960 -4.5026 -4.4272 -4.3621 -4.2887
 -4.2008 -4.0990 -3.9851 -3.8598 -3.7231 -3.3279 -2.8780 -2.4299 -2.0104 -1.6310
 -1.3050 -1.0367 -0.8222 -0.6552 -0.5299 -0.4389 -0.3738 -0.3254 -0.2872 -0.2555
 -0.2250
 -6.1364 -5.7068 -5.3416 -5.0355 -4.7848 -4.5834 -4.4231 -4.2990 -4.2057 -4.1345
 -4.0652 -3.9856 -3.8892 -3.7753 -3.6460 -3.2680 -2.8329 -2.3953 -1.9868 -1.6144
 -1.2876 -1.0140 -0.7936 -0.6213 -0.4913 -0.3978 -0.3336 -0.2894 -0.2576 -0.2333
 -0.2138
 -6.7305 -6.1786 -5.7111 -5.3149 -4.9808 -4.7029 -4.4744 -4.2881 -4.1377 -4.0192
 -3.9231 -3.8393 -3.7587 -3.6726 -3.5728 -3.2394 -2.8217 -2.3929 -1.9911 -1.6231
 -1.2946 -1.0135 -0.7835 -0.6018 -0.4632 -0.3626 -0.2942 -0.2498 -0.2211 -0.2020
 -0.1886
 -7.5814 -6.8634 -6.2545 -5.7417 -5.3092 -4.9457 -4.6421 -4.3899 -4.1819 -4.0105
 -3.8682 -3.7469 -3.6396 -3.5415 -3.4483 -3.1947 -2.8322 -2.4131 -2.0157 -1.6505
 -1.3199 -1.0311 -0.7896 -0.5959 -0.4458 -0.3346 -0.2578 -0.2085 -0.1789 -0.1622
 -0.1532
 -8.6744 -7.7965 -7.0289 -6.3648 -5.8059 -5.3338 -4.9380 -4.6069 -4.3307 -4.1001
 -3.9065 -3.7417 -3.5978 -3.4690 -3.2725 -3.1339 -2.8644 -2.4559 -2.0606
 [Fe/H] =  0.50 [alpha/Fe] = 0.00 BC value = UX   
 -7.2423 -7.2051 -7.1400 -7.0501 -6.9379 -6.8057 -6.6555 -6.4961 -6.3495 -6.2043
 -6.0739 -5.9595 -5.8537 -5.7410 -5.6071 -5.1166 -4.4644 -3.7830 -3.1335
 -6.6715 -6.6842 -6.6722 -6.6342 -6.5582 -6.4439 -6.2944 -6.1235 -5.9707 -5.8286
 -5.7002 -5.5836 -5.4721 -5.3544 -5.2173 -4.7466 -4.1256 -3.4667 -2.8837 -2.3873
 -6.1514 -6.1667 -6.1630 -6.1402 -6.0917 -6.0146 -5.9050 -5.7639 -5.6187 -5.4827
 -5.3581 -5.2418 -5.1288 -5.0106 -4.8766 -4.4341 -3.8585 -3.2427 -2.6901 -2.2270
 -1.8378
 -5.7044 -5.7144 -5.7158 -5.7027 -5.6707 -5.6163 -5.5365 -5.4278 -5.3006 -5.1732
 -5.0524 -4.9382 -4.8258 -4.7094 -4.5807 -4.1690 -3.6425 -3.0719 -2.5441 -2.0983
 -1.7276 -1.4190
 -5.3546 -5.3468 -5.3411 -5.3296 -5.3061 -5.2667 -5.2078 -5.1253 -5.0194 -4.9028
 -4.7868 -4.6747 -4.5635 -4.4490 -4.3251 -3.9418 -3.4590 -2.9332 -2.4309 -1.9975
 -1.6379 -1.3415 -1.0985 -0.9021
 -5.1694 -5.1008 -5.0600 -5.0322 -5.0052 -4.9708 -4.9234 -4.8590 -4.7736 -4.6707
 -4.5611 -4.4513 -4.3415 -4.2284 -4.1081 -3.7478 -3.3010 -2.8161 -2.3419 -1.9205
 -1.5666 -1.2761 -1.0398 -0.8499 -0.7002 -0.5822 -0.4871 -0.4060 -0.3332 -0.2648
 -5.2329 -5.0602 -4.9568 -4.8628 -4.7935 -4.7406 -4.6918 -4.6351 -4.5640 -4.4754
 -4.3743 -4.2684 -4.1600 -4.0482 -3.9304 -3.5879 -3.1691 -2.7176 -2.2720 -1.8637
 -1.5135 -1.2241 -0.9893 -0.8020 -0.6552 -0.5422 -0.4551 -0.3858 -0.3280 -0.2744
 -0.2228
 -5.4903 -5.2041 -4.9838 -4.8242 -4.7075 -4.6150 -4.5333 -4.4620 -4.3949 -4.3168
 -4.2250 -4.1244 -4.0187 -3.9086 -3.7925 -3.4637 -3.0667 -2.6401 -2.2193 -1.8254
 -1.4783 -1.1868 -0.9498 -0.7607 -0.6134 -0.5014 -0.4182 -0.3555 -0.3067 -0.2672
 -0.2296
 -5.8672 -5.4858 -5.1650 -4.9036 -4.6974 -4.5379 -4.4161 -4.3222 -4.2462 -4.1782
 -4.1010 -4.0112 -3.9115 -3.8044 -3.6906 -3.3721 -2.9926 -2.5821 -2.1792 -1.7993
 -1.4557 -1.1611 -0.9191 -0.7256 -0.5746 -0.4604 -0.3775 -0.3182 -0.2753 -0.2431
 -0.2178
 -6.3757 -5.8906 -5.4777 -5.1274 -4.8353 -4.5965 -4.4035 -4.2482 -4.1253 -4.0314
 -3.9557 -3.8837 -3.8064 -3.7184 -3.6173 -3.3146 -2.9523 -2.5556 -2.1650 -1.7959
 -1.4565 -1.1581 -0.9083 -0.7064 -0.5477 -0.4267 -0.3393 -0.2789 -0.2383 -0.2107
 -0.1912
 -7.1047 -6.4688 -5.9361 -5.4854 -5.1038 -4.7831 -4.5167 -4.2975 -4.1178 -3.9716
 -3.8535 -3.7563 -3.6711 -3.5913 -3.5106 -3.2697 -2.9357 -2.5523 -2.1703 -1.8089
 -1.4735 -1.1722 -0.9139 -0.7013 -0.5319 -0.4013 -0.3056 -0.2394 -0.1968 -0.1708
 -0.1551
 -8.1241 -7.3073 -6.6084 -6.0211 -5.5253 -5.1077 -4.7568 -4.4638 -4.2204 -4.0188
 -3.8517 -3.7118 -3.5921 -3.4871 -3.3705 -3.2374 -2.9428 -2.5722 -2.1951
 [Fe/H] =  0.75 [alpha/Fe] = 0.00 BC value = UX   
 -7.4578 -7.3120 -7.1699 -7.0313 -6.8960 -6.7638 -6.6346 -6.5082 -6.3813 -6.2467
 -6.1221 -6.0154 -5.9247 -5.8394 -5.7408 -5.3448 -4.7316 -4.0432 -3.3754
 -6.8813 -6.8895 -6.8701 -6.8148 -6.6906 -6.5192 -6.3327 -6.1593 -6.0163 -5.8806
 -5.7588 -5.6516 -5.5563 -5.4647 -5.3637 -4.9912 -4.4140 -3.7452 -3.1329 -2.6206
 -6.3443 -6.3813 -6.3507 -6.3159 -6.2480 -6.1437 -5.9991 -5.8260 -5.6749 -5.5402
 -5.4209 -5.3149 -5.2177 -5.1236 -5.0227 -4.6742 -4.1496 -3.5276 -2.9456 -2.4575
 -2.0464
 -5.8671 -5.8821 -5.8826 -5.8630 -5.8184 -5.7456 -5.6429 -5.5085 -5.3641 -5.2322
 -5.1143 -5.0096 -4.9122 -4.8174 -4.7179 -4.3942 -3.9230 -3.3565 -2.8039 -2.3314
 -1.9358 -1.6028
 -5.4694 -5.4757 -5.4765 -5.4649 -5.4355 -5.3850 -5.3105 -5.2092 -5.0850 -4.9591
 -4.8432 -4.7386 -4.6414 -4.5462 -4.4482 -4.1460 -3.7214 -3.2098 -2.6902 -2.2313
 -1.8462 -1.5238 -1.2548 -1.0320
 -5.1877 -5.1616 -5.1461 -5.1305 -5.1064 -5.0683 -5.0123 -4.9356 -4.8357 -4.7210
 -4.6078 -4.5033 -4.4056 -4.3101 -4.2128 -3.9272 -3.5407 -3.0779 -2.5954 -2.1517
 -1.7732 -1.4565 -1.1945 -0.9792 -0.8040 -0.6630 -0.5476 -0.4497 -0.3622 -0.2827
 -5.1452 -5.0256 -4.9414 -4.8864 -4.8454 -4.8056 -4.7575 -4.6953 -4.6151 -4.5160
 -4.4087 -4.3045 -4.2058 -4.1098 -4.0125 -3.7388 -3.3822 -2.9595 -2.5141 -2.0896
 -1.7166 -1.4022 -1.1425 -0.9305 -0.7595 -0.6231 -0.5151 -0.4286 -0.3565 -0.2914
 -0.2311
 -5.3019 -5.0853 -4.9231 -4.8065 -4.7144 -4.6317 -4.5621 -4.4992 -4.4293 -4.3446
 -4.2459 -4.1438 -4.0448 -3.9476 -3.8497 -3.5835 -3.2503 -2.8582 -2.4455 -2.0423
 -1.6764 -1.3620 -1.1011 -0.8885 -0.7179 -0.5829 -0.4781 -0.3971 -0.3342 -0.2834
 -0.2369
 -5.6352 -5.2971 -5.0234 -4.8102 -4.6524 -4.5370 -4.4457 -4.3619 -4.2818 -4.2043
 -4.1157 -4.0184 -3.9196 -3.8219 -3.7234 -3.4609 -3.1450 -2.7747 -2.3862 -2.0039
 -1.6469 -1.3324 -1.0681 -0.8520 -0.6789 -0.5426 -0.4380 -0.3596 -0.3013 -0.2578
 -0.2243
 -6.0838 -5.6509 -5.2823 -4.9741 -4.7233 -4.5242 -4.3674 -4.2449 -4.1489 -4.0696
 -3.9964 -3.9151 -3.8251 -3.7308 -3.6335 -3.3743 -3.0729 -2.7210 -2.3504 -1.9856
 -1.6391 -1.3252 -1.0556 -0.8325 -0.6526 -0.5106 -0.4019 -0.3216 -0.2645 -0.2236
 -0.1964
 -6.7011 -6.1447 -5.6736 -5.2733 -4.9348 -4.6534 -4.4229 -4.2353 -4.0828 -3.9601
 -3.8632 -3.7828 -3.7078 -3.6316 -3.5504 -3.3139 -3.0262 -2.6902 -2.3330 -1.9811
 -1.6448 -1.3333 -1.0587 -0.8270 -0.6378 -0.4871 -0.3710 -0.2851 -0.2250 -0.1852
 -0.1605
 -7.5949 -6.8635 -6.2472 -5.7288 -5.2898 -4.9191 -4.6080 -4.3496 -4.1362 -3.9603
 -3.8154 -3.6968 -3.5975 -3.5115 -3.4741 -3.2797 -3.0049 -2.6823 -2.3340
 [Fe/H] =  1.00 [alpha/Fe] = 0.00 BC value = UX   
 -7.6762 -7.4647 -7.2713 -7.0946 -6.9329 -6.7850 -6.6498 -6.5263 -6.4095 -6.2860
 -6.1649 -6.0607 -5.9771 -5.9067 -5.8353 -5.5395 -4.9815 -4.3017 -3.6369
 -7.0962 -7.2054 -7.2037 -7.1026 -6.9123 -6.6414 -6.3476 -6.1866 -6.0552 -5.9271
 -5.8089 -5.7061 -5.6191 -5.5435 -5.4683 -5.1926 -4.6793 -4.0219 -3.3790 -2.8478
 -6.5482 -6.6591 -6.5467 -6.4978 -6.4062 -6.2680 -6.0617 -5.8663 -5.7222 -5.5908
 -5.4750 -5.3742 -5.2858 -5.2067 -5.1296 -4.8711 -4.4184 -3.8062 -3.1997 -2.6898
 -2.2613
 -6.0477 -6.0652 -6.0631 -6.0348 -5.9739 -5.8768 -5.7440 -5.5752 -5.4186 -5.2844
 -5.1683 -5.0687 -4.9802 -4.8991 -4.8208 -4.5791 -4.1821 -3.6364 -3.0647 -2.5699
 -2.1533 -1.7980
 -5.6127 -5.6276 -5.6310 -5.6160 -5.5769 -5.5103 -5.4143 -5.2891 -5.1443 -5.0100
 -4.8930 -4.7925 -4.7041 -4.6220 -4.5425 -4.3134 -3.9629 -3.4826 -2.9537 -2.4722
 -2.0650 -1.7200 -1.4263 -1.1775
 -5.2685 -5.2654 -5.2625 -5.2511 -5.2244 -5.1779 -5.1080 -5.0138 -4.8951 -4.7676
 -4.6505 -4.5482 -4.4584 -4.3753 -4.2948 -4.0741 -3.7600 -3.3360 -2.8549 -2.3932
 -1.9930 -1.6531 -1.3661 -1.1253 -0.9248 -0.7589 -0.6216 -0.5035 -0.3988 -0.3055
 -5.0925 -5.0279 -4.9845 -4.9565 -4.9276 -4.8889 -4.8348 -4.7619 -4.6681 -4.5552
 -4.4405 -4.3365 -4.2441 -4.1598 -4.0781 -3.8624 -3.5760 -3.1974 -2.7630 -2.3274
 -1.9354 -1.5983 -1.3142 -1.0771 -0.8814 -0.7210 -0.5904 -0.4840 -0.3938 -0.3139
 -0.2428
 -5.1696 -5.0193 -4.8976 -4.8012 -4.7259 -4.6659 -4.6094 -4.5462 -4.4687 -4.3734
 -4.2654 -4.1601 -4.0650 -3.9782 -3.8948 -3.6812 -3.4153 -3.0721 -2.6778 -2.2719
 -1.8914 -1.5571 -1.2724 -1.0355 -0.8407 -0.6822 -0.5545 -0.4528 -0.3722 -0.3061
 -0.2476
 -5.4366 -5.1442 -4.9238 -4.7653 -4.6546 -4.5629 -4.4729 -4.3855 -4.3053 -4.2214
 -4.1239 -4.0203 -3.9222 -3.8319 -3.7465 -3.5316 -3.2795 -2.9614 -2.5980 -2.2199
 -1.8547 -1.5238 -1.2382 -0.9989 -0.8024 -0.6431 -0.5161 -0.4160 -0.3387 -0.2802
 -0.2347
 -5.8420 -5.4508 -5.1225 -4.8561 -4.6480 -4.4897 -4.3708 -4.2778 -4.1928 -4.1054
 -4.0166 -3.9180 -3.8184 -3.7248 -3.6362 -3.4185 -3.1758 -2.8788 -2.5390 -2.1850
 -1.8366 -1.5113 -1.2239 -0.9795 -0.7775 -0.6133 -0.4825 -0.3806 -0.3034 -0.2462
 -0.2065
 -6.3791 -5.8818 -5.4589 -5.1002 -4.8011 -4.5573 -4.3616 -4.2050 -4.0805 -3.9811
 -3.8975 -3.8185 -3.7329 -3.6432 -3.5545 -3.3362 -3.0992 -2.8182 -2.4968 -2.1610
 -1.8285 -1.5113 -1.2234 -0.9733 -0.7637 -0.5920 -0.4547 -0.3475 -0.2668 -0.2092
 -0.1700
 -7.1468 -6.4957 -5.9493 -5.4874 -5.0961 -4.7662 -4.4920 -4.2662 -4.0809 -3.9287
 -3.8043 -3.7035 -3.6184 -3.5401 -3.5014 -3.2847 -3.0497 -2.7796 -2.4714
